pro_numero,pro_razon,pro_ncorto,pro_rfc,pro_director,pro_director_tel,pro_director_email,pro_creycobranza,pro_cobranza_tel,pro_cobranza_email,pro_calle,pro_num_int,pro_num_ext,pro_colonia,pro_pais,pro_estado,pro_delompio,pro_cp,pro_telefonos,pro_fax,pro_fecha_alta,pro_observaciones,pro_codigo,pro_descto1,pro_descto2,pro_descto3,pro_atencion,pro_diascredito,pro_status,pro_cuenta,pro_saldoinipzs,pro_saldoiniimp,pro_fechasaldoini,pro_saldofinalpzs,pro_saldofinalimp,pro_fechasaldofin,pro_saldoini,pro_abonofact,pro_abonoremi,pro_cargofact,pro_cargoremi,pro_sigla,pro_sifact_norecep,pro_pago_al_vencimiento,pro_dias_resurtido,pro_tipo
340,IMPALA CORTINAS DE ACERO SA DE CV                           ,IMPALA                        ,ICA770727PB4   ,                                                  ,                                                  ,                                                  ,GABRIELA A. GUDIÑO                                ,57403577,INFO@CORTINASIMPALA.COM                           ,MANUEL JOSE OTHON                       ,          ,122,OBRERA                                  ,1,9,CUAUHTEMOC                              ,6800,57403577,               ,12/3/13,                                                                                                                        ,,,,,,0,FALSE,,,,,,,,,,,,,P,,,,1
341,BIDON INTERNACIONAL EN SERVICIOS SA DE CV                   ,BIDON                         ,BIS130201RL0   ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,JESUS DEL MONTE                         ,PISO 2B   ,39,JESUS DEL MONTE                         ,1,16,HUIXQUILUCAN                            ,52764,                                                  ,               ,12/3/13,                                                                                                                        ,,,,,,0,FALSE,,,,,,,,,,,,,P,,,,1
342,SERVICIOS INTER PCS SA DE CV                                ,SERVICIOS PCS                 ,SIP110413PV9   ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,HACIENDA DEL JARAL DE BERRIO            ,          ,5,HACIENDA DEL VALLE                      ,1,9,ATIZAPAN DE ZARAGOZA                    ,52937,                                                  ,               ,12/3/13,                                                                                                                        ,,,,,,0,FALSE,,,,,,,,,,,,,P,,,,1
343,FORUM BUENAVISTA SA PI DE CV                             ,FORUM                         ,FO             ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                        ,          ,          ,                                        ,1,9,                                        ,        ,                                                  ,               ,12/10/13,                                                                                                                        ,,,,,,0,TRUE,,,,,,,,,,,,,A,,,,1
344,BBVA BANCOMER SA                                         ,BBVA                          ,BB             ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                        ,          ,          ,                                        ,1,9,                                        ,        ,                                                  ,               ,12/10/13,                                                                                                                        ,,,,,,0,TRUE,,,,,,,,,,,,,A,,,,1
345,MANUFACTURERA DE PLASTICOS EN GENERAL SA DE CV              ,ACRILICOS                     ,MAN            ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,CICALCO                                 ,          ,35,PEDREGAL DE SANTO                       ,1,9,COYOACAN                                ,4369,                                                  ,               ,12/10/13,                                                                                                                        ,,,,,,0,TRUE,,,,,,,,,,,,,A,,,,1
346,AAKCESORIOS S.A. DE C.V.                                    ,                              ,AAK130918TE2   ,JORGE FERNANDEZ  TORREBLANCA                      ,044 (477)7290608                                  ,jorge@zelvycolletion.com                          ,                                                  ,                                                  ,                                                  ,PASEO DE LOS INSURGENTES #304           ,22,          ,JARDINES DEL MORAL                      ,1,12,"LEÓN, GUANAJUATO                        ",37160,14777171203,               ,12/11/13,                                                                                                                        ,,,,,,8,TRUE,,,,,,,,,,,,,P,,,,1
347,EKZOTIKART SAPI DE CV                                       ,EKZOTIKART                    ,EK             ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                        ,          ,          ,                                        ,1,9,                                        ,        ,                                                  ,               ,12/12/13,                                                                                                                        ,,,,,,0,TRUE,,,,,,,,,,,,,A,,,,1
348,GRUPO ISC SA DE CV                                       ,GRUPO       GRUPO ISC         ,GRU            ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                        ,          ,          ,                                        ,1,9,                                        ,        ,                                                  ,               ,12/12/13,                                                                                                                        ,,,,,,0,TRUE,,,,,,,,,,,,,A,,,,1
349,TENSION-VOLTAJE-AMPERAJE S.A DE C.V                      ,TENSION                       ,TGV0806205L3   ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,AV. JUAREZ                              ,211,101,CENTRO                                  ,1,16,"TOLUCA,                                 ",50000,                                                  ,               ,12/12/13,                                                                                                                        ,,,,,,0,TRUE,,,,,,,,,,,,,A,,,,1
350,SINDICATO PROGRESISTA JUSTO SIERRA DE TRABAJADORES       ,SINDICATO                     ,SIN            ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                        ,          ,          ,                                        ,1,9,                                        ,        ,                                                  ,               ,12/16/13,                                                                                                                        ,,,,,,0,TRUE,,,,,,,,,,,,,A,,,,1
352,REYNALDO FLORES HERNANDEZ                                ,                              ,FALTA          ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                        ,          ,          ,                                        ,1,9,                                        ,        ,                                                  ,               ,12/20/13,                                                                                                                        ,,,,,,0,TRUE,,,,,,,,,,,,,A,,,,1
354,GERARDO ALFREDO PEREZ MONTER                                ,GESTORCFE                     ,PEMG6508297V7  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,RETORNO 5 DE AV. DEL TALLER             ,          ,29,JARDIN BALBUENA                         ,1,9,VENUSTIANO CARRANZA                     ,15900,                                                  ,               ,12/26/13,                                                                                                                        ,,,,,,0,TRUE,,,,,,,,,,,,,A,,,,1
355,PUBLICIDAD Y MERCADOTECNIA  EMPRESARIAL                     ,PUBLIME                       ,PUBL           ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                        ,          ,          ,                                        ,1,9,                                        ,        ,                                                  ,               ,12/26/13,                                                                                                                        ,,,,,,0,TRUE,,,,,,,,,,,,,A,,,,1
356,LEADER PRINT DE MEXICO SA DE CV                             ,IMPRESIONES PUBLICITARIAS     ,LPD111118J46   ,                                                  ,                                                  ,                                                  ,SALVADOR UNZUETA NAVARRO                          ,5540-4460 EXT 220                                 ,SALVADOR.UNZUETA@MERCAPRINT.COM.MX                ,FRESNOS                                 ,          ,47,CAMPESTRE PALO ALTO                     ,1,16,CUAJIMALPA DE MORELOS                   ,5119,                                                  ,               ,3/7/14,                                                                                                                        ,,,,,,0,TRUE,,,,,,,,,,,,,A,,,,1
357,VIRGILIO ALFONSO PERUSQUIA ZARATE                        ,ALFONSO                       ,PEZV691211K99  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,CEBADALES                               ,          ,217,GRANJAS COAPA                           ,1,9,TLALPAN                                 ,14330,                                                  ,               ,1/2/14,                                                                                                                        ,,,,,,0,TRUE,,,,,,,,,,,,,A,,,,1
358,CANACO SERVYTUR NEZAHUALCOYOTL                           ,CANACO                        ,CA             ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                        ,          ,          ,                                        ,1,9,                                        ,        ,                                                  ,               ,1/21/14,                                                                                                                        ,,,,,,0,TRUE,,,,,,,,,,,,,A,,,,1
359,ADMINISTRADORA FIBRA DANHOS S.C                             ,DANHOS                        ,AFD130723IZ3   ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,MONTE PELVOUX                           ,PISO 3    ,220,LOMAS DE CHAPULTEPEC                    ,1,9,MIGUEL HIDALGO                          ,11000,                                                  ,               ,1/28/14,                                                                                                                        ,,,,,,0,TRUE,,,,,,,,,,,,,A,TRUE,FALSE,0,3
360,MANUEL PRUE                                              ,MP                            ,XXXXXXXXXXXX   ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                        ,          ,          ,                                        ,1,16,                                        ,        ,                                                  ,               ,1/29/14,                                                                                                                        ,,,,,,0,FALSE,,,,,,,,,,,,,P,,,,1
361,PROMOTORA RESIDE SA DE CV                                   ,COPRI                         ,PRO            ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                        ,          ,          ,                                        ,1,16,                                        ,        ,                                                  ,               ,2/6/14,                                                                                                                        ,,,,,,0,FALSE,,,,,,,,,,,,,P,TRUE,FALSE,0,3
362,TECNOLOGIA AVANZADA EN EXTINCION TAX EXTINGUIDORES       ,TEC                           ,TEC            ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                        ,          ,          ,                                        ,1,9,                                        ,        ,                                                  ,               ,2/10/14,                                                                                                                        ,,,,,,0,TRUE,,,,,,,,,,,,,A,,,,1
363,EDGAR MACEDO SERVICIOS NOTARIALES                        ,SERV NOTARIALES               ,EDM            ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                        ,          ,          ,                                        ,1,9,                                        ,        ,                                                  ,               ,2/11/14,                                                                                                                        ,,,,,,0,TRUE,,,,,,,,,,,,,A,,,,1
364,TASACIONES INMOBILIARIAS DE MEXICO SA DE CV              ,INMOBILIARIAS                 ,TAS            ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                        ,          ,          ,                                        ,1,9,                                        ,        ,                                                  ,               ,2/11/14,                                                                                                                        ,,,,,,0,TRUE,,,,,,,,,,,,,A,,,,1
365,PLASTICOS Y ACEROS DEL CENTRO SA DE CV                   ,PLASTICOS                     ,PAC100318EY0   ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,REAL DE COAHUILA                        ,          ,126,VALLE DEL REAL                          ,1,12,LEON                                    ,37545,                                                  ,               ,2/11/14,                                                                                                                        ,,,,,,0,TRUE,,,,,,,,,,,,,A,,,,1
366,AUTOBUSES ESTRELLA BLANCA SA DE CV                       ,ESTRELLA BLANCA               ,AEB611030SN7   ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                        ,          ,          ,                                        ,1,9,                                        ,        ,                                                  ,               ,2/26/14,                                                                                                                        ,,,,,,0,TRUE,,,,,,,,,,,,,A,,,,1
367,SEGUROS AFIRME S.A DE C.V                                ,AFIRME                        ,SEG            ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                        ,          ,          ,                                        ,1,9,                                        ,        ,                                                  ,               ,2/27/14,                                                                                                                        ,,,,,,0,TRUE,,,,,,,,,,,,,A,,,,1
368,BBSRED CORPORATIVO SA DE CV                                 ,BBSRED                        ,BBS            ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,ALVARO OBREGON                          ,15,121,ROMA NORTE                              ,1,9,CUAUHTEMOC                              ,6700,                                                  ,               ,3/3/14,                                                                                                                        ,,,,,,0,TRUE,,,,,,,,,,,,,A,,,,1
369,THE BANK OF NEW YORK MELLON SA INSTITUCION DE BANCA MULTI,THE BANK                      ,THE            ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                        ,          ,          ,                                        ,1,9,                                        ,        ,                                                  ,               ,3/7/14,                                                                                                                        ,,,,,,0,TRUE,,,,,,,,,,,,,A,,,,1
370,FIBRA SHOP ADMINISTRACION S.C.                              ,                              ,FI             ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                        ,          ,          ,                                        ,1,9,                                        ,        ,                                                  ,               ,3/7/14,                                                                                                                        ,,,,,,0,TRUE,,,,,,,,,,,,,A,TRUE,FALSE,0,3
371,FIDEICOMISO IRREVOCABLE F/00854                             ,FIDE                          ,FI             ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                        ,          ,          ,                                        ,1,9,                                        ,        ,                                                  ,               ,3/7/14,                                                                                                                        ,,,,,,0,TRUE,,,,,,,,,,,,,A,TRUE,FALSE,0,3
372,LUIS DAVID HERNANDEZ ARCHILA                             ,LUIS                          ,LU             ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                        ,          ,          ,                                        ,1,9,                                        ,        ,                                                  ,               ,3/20/14,                                                                                                                        ,,,,,,0,TRUE,,,,,,,,,,,,,A,,,,1
373,SUEÑOS LUMINICOS SA DE CV                                ,LAMPARAS                      ,SLU991006E85   ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,VICTORIA                                ,          ,25,CENTRO DE LA CIUDAD DE MEXICO           ,1,9,CUAUHTEMOC                              ,6050,                                                  ,               ,3/27/14,                                                                                                                        ,,,,,,0,TRUE,,,,,,,,,,,,,A,,,,1
374,CALZADO MI-LORD S.A. DE C.V.                                ,                              ,CLO-910529NG3  ,                                                  ,                                                  ,                                                  ,                                                  ,01800 623 50 51      01476 743 49 64              ,MILORD_VENTAS1@TELMEX MAIL.COM                    ,AV. DE LA JUVENTUD #149-B               ,          ,          ,GUANAJUATITO                            ,1,12,PURISIMA DEL RINCON                     ,36400,01800 500 8660     01800 836 4623                 ,               ,4/1/14,                                                                                                                        ,,,,,,0,FALSE,,,,,,,,,,,,,P,,,,1
375,CORPORACIÓN VANDECI S.A. DE C.V.                            ,                              ,CVA061207P47   ,                                                  ,                                                  ,                                                  ,CASSANDRA ARAGON                                  ,01 477 7 11 32 54                                 ,CASSANDRA@MANMADE.COM.MX                          ,PASEO DE LA PRESA                       ,304,208,                                        ,1,12,LEON                                    ,37125,01 477 7 11 32 54                                 ,               ,4/29/14,                                                                                                                        ,,,,,,45,FALSE,,,,,,,,,,,,,P,,,,1
377,GNP ARRENDAMIENTO Y ADMINISTRACION                       ,GNP ARRENDAMIENTO             ,GNP            ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                        ,          ,          ,                                        ,1,9,                                        ,        ,                                                  ,               ,5/30/14,                                                                                                                        ,,,,,,0,TRUE,,,,,,,,,,,,,A,,,,1
378,IMPULSORA ARRA S.A. DE C.V.                              ,                              ,IAR870521GA4   ,                                                  ,                                                  ,                                                  ,JAQUELINE ANTONIO                                 ,(33) 36091160                                     ,                                                  ,AV. DE LA CRUZ                          ,          ,1785,SAN VICENTE ZONA OBLATOS                ,1,14,"GUADALAJARA, JALISCO                    ",44330,(33) 36091160                                     ,(33) 36091646  ,5/30/14,                                                                                                                        ,,,,,,60,FALSE,,,,,,,,,,,,,P,,,,1
379,CIA OPERADORA TURISTICA DEL CENTRO SA DE CV              ,OPERADORA TURISTICA           ,CIAOP          ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                        ,          ,          ,                                        ,1,9,                                        ,        ,                                                  ,               ,6/2/14,                                                                                                                        ,,,,,,0,TRUE,,,,,,,,,,,,,A,,,,1
380,LA LATINOAMERICANA SEGUROS SA                            ,                              ,LATI           ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                        ,          ,          ,                                        ,1,9,                                        ,        ,                                                  ,               ,6/12/14,                                                                                                                        ,,,,,,0,TRUE,,,,,,,,,,,,,A,,,,1
381,MARIA ISABEL VALTIERRA GRANADOS                          ,MARIA ISABEL                  ,VAGI650613RI7  ,MARIA ISABEL VALTIERRA GRANADOS                   ,                                                  ,sisprim_imp@outlook.com                           ,                                                  ,                                                  ,                                                  ,CERROS DE CAMPECHE                      ,10,          ,COLINAS DE SAN MATEO                    ,1,16,NAUCALPAN                               ,53218,                                                  ,               ,6/16/14,                                                                                                                        ,,,,,,0,TRUE,,,,,,,,,,,,,A,,,,1
382,CORPORATIVO DUE NOVE SA DE CV                            ,DUE NOVE                      ,COR            ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                        ,          ,          ,                                        ,1,9,                                        ,        ,                                                  ,               ,6/17/14,                                                                                                                        ,,,,,,0,TRUE,,,,,,,,,,,,,A,,,,1
383,AUTOMOVILES DINAMICO S S DE RL DE CV                     ,AUTO                          ,AUT            ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                        ,          ,          ,                                        ,1,9,                                        ,        ,                                                  ,               ,6/17/14,                                                                                                                        ,,,,,,0,TRUE,,,,,,,,,,,,,A,,,,1
384,LAMINES SA DE CV                                         ,LAMINES                       ,LAM            ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                        ,          ,          ,                                        ,1,9,                                        ,        ,                                                  ,               ,6/23/14,                                                                                                                        ,,,,,,0,TRUE,,,,,,,,,,,,,A,,,,1
385,CIBANCO SA INSTITUCION DE BANCA MULTIPLE                 ,CIBANCO                       ,CIB850918BN8   ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,PASEO DE LAS PALMAS                     ,215,PISO 7    ,LOMAS DE CHAPULTEPEC                    ,1,9,MIGUEL HIDALGO                          ,11000,                                                  ,               ,6/24/14,                                                                                                                        ,,,,,,0,TRUE,,,,,,,,,,,,,A,,,,1
386,WENZHOU RUIXING SHOES CO. LTD                            ,WENZHOU                       ,WZ             ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                        ,          ,          ,                                        ,1,9,                                        ,        ,                                                  ,               ,6/24/14,                                                                                                                        ,,,,,,0,TRUE,,,,,,,,,,,,,A,,,,1
387,EMPRESAS TRENOVE SA DE CV                                   ,TRENOVE                       ,EMT            ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                        ,          ,          ,                                        ,1,9,                                        ,        ,                                                  ,               ,7/9/14,                                                                                                                        ,,,,,,0,TRUE,,,,,,,,,,,,,A,,,,1
388,LUXE ADMINISTRACION Y CONTROL INMOBILIARIO SA PI DE CV      ,LUXE                          ,LUA            ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                        ,          ,          ,                                        ,1,9,                                        ,        ,                                                  ,               ,7/11/14,                                                                                                                        ,,,,,,0,TRUE,,,,,,,,,,,,,A,TRUE,FALSE,0,3
389,OROZCO FELGUERES TAX AUDITING SC                         ,OROZCO                        ,OFT031208LD9   ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,GELATI                                  ,10,          ,SAN MIGUEL CHAPULTEPEC                  ,1,9,MIGUEL HIDALGO                          ,11850,5272-6672                                         ,5272-6672      ,7/21/14,                                                                                                                        ,,,,,,0,TRUE,,,,,,,,,,,,,A,,,,1
390,CALZATURE CAPRINI MEXICO SA DE CV                           ,MOHANA                        ,CCM130314AQ0   ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,FUENTE DE LAS PIRAMIDES                 ,501,1,LOMAS DE TECAMACHALCO                   ,1,16,NAUCALPAN DE JUAREZ                     ,53950,01 728 287 10 49     01 728 287 09 89             ,               ,7/23/14,"DESC. 3%, 30 DIAS                                                                                                       ",,,,,,30,FALSE,,,,,,,,,,,,,P,FALSE,FALSE,60,1
391,FIDEGARANTE SAPI DE CV SOFOM ENR                         ,SAPI                          ,FSCV           ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                        ,          ,          ,                                        ,1,9,                                        ,        ,                                                  ,               ,7/25/14,                                                                                                                        ,,,,,,0,TRUE,,,,,,,,,,,,,A,,,,1
392,LEADMAN TRADE SA DE CV                                   ,LEADMAN                       ,LTSACV         ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                        ,          ,          ,                                        ,1,9,                                        ,        ,                                                  ,               ,7/25/14,                                                                                                                        ,,,,,,0,TRUE,,,,,,,,,,,,,A,,,,1
393,RU2 INC. MEXICO S.A. DE C.V.                             ,RU2                           ,RDI020925517   ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                        ,          ,          ,                                        ,1,9,                                        ,        ,                                                  ,               ,7/29/14,                                                                                                                        ,,,,,,0,TRUE,,,,,,,,,,,,,A,,,,1
394,TOYOTA FINANCIAL SERVICES MEXICO                         ,TOYOTA                        ,TFM            ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                        ,          ,          ,                                        ,1,9,                                        ,        ,                                                  ,               ,8/13/14,                                                                                                                        ,,,,,,0,TRUE,,,,,,,,,,,,,A,,,,1
395,JADA S.A. DE C.V.                                        ,                              ,JAD960314NB2   ,                                                  ,                                                  ,                                                  ,GUSTAVO ANGELES CANO                              ,55766925  EXT.6                                   ,GVCANO@CASAVOGUE.COM.MX                           ,VASCO DE QUIROGA                        ,532,3800,ANTIGUA MINA LA TOTOLOPA                ,1,9,CUAJIMALPA                              ,5109,55766925,               ,8/19/14,                                                                                                                        ,,,,,,8,FALSE,,,,,,,,,,,,,P,,,,1
396,LUIS ALBERTO ROBLES FLORES                               ,PISOS                         ,LIARF          ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,AV DIVISION DEL NORTE                   ,1025,LOCAL 1   ,DEL VALLE                               ,1,9,BENITO JUAREZ                           ,3100,                                                  ,               ,8/27/14,                                                                                                                        ,,,,,,0,TRUE,,,,,,,,,,,,,A,,,,1
397,FICREA S.A DE C.V S.F.P                                  ,FICREA                        ,FICREA         ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                        ,          ,          ,                                        ,1,9,                                        ,        ,                                                  ,               ,8/28/14,                                                                                                                        ,,,,,,0,TRUE,,,,,,,,,,,,,A,,,,1
398,RAMON GALVAN & ABOGADOS SC                               ,RAMON                         ,RGA1006023RA   ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,VARSOVIA                                ,101,57,JUAREZ                                  ,1,9,CUAUHTEMOC                              ,6600,                                                  ,               ,8/28/14,                                                                                                                        ,,,,,,0,TRUE,,,,,,,,,,,,,A,,,,1
399,JORGE ALBERTO MARTINEZ GALICIA                           ,JORGE ALBERTO                 ,MAGJ8007072Q5  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,                                                  ,POPOCATEPETL                            ,          ,14,SAN PABLO OZTOTEPEC                     ,1,9,MILPA ALTA                              ,12400,                                                  ,               ,9/3/14,                                                                                                                        ,,,,,,0,TRUE,,,,,,,,,,,,,A,,,,1
